WellName,DATE,OIL
ASQRL0X85B,12/31/2016,5160
ASQRL0X85B,1/31/2017,17989
ASQRL0X85B,2/28/2017,0
ASQRL0X85B,3/31/2017,10035
ASQRL0X85B,4/30/2017,13967
ASQRL0X85B,5/31/2017,19874
ASQRL0X85B,6/30/2017,21531
ASQRL0X85B,7/31/2017,20084
ASQRL0X85B,8/31/2017,13223
ASQRL0X85B,9/30/2017,10688
ASQRL0X85B,10/31/2017,12009
ASQRL0X85B,11/30/2017,7175
ASQRL0X85B,12/31/2017,4806
ASQRL0X85B,1/31/2018,8149
ASQRL0X85B,2/28/2018,7648
ASQRL0X85B,3/31/2018,6449
ASQRL0X85B,4/30/2018,4016
ASQRL0X85B,5/31/2018,4242
ASQRL0X85B,6/30/2018,6039
ASQRL0X85B,7/31/2018,5416
ASQRL0X85B,8/31/2018,4219
ASQRL0X85B,9/30/2018,4065
ASQRL0X85B,10/31/2018,4782
ASQRL0X85B,11/30/2018,1193
ASQRL0X85B,12/31/2018,637
ASQRL0X85B,1/31/2019,3577
ASQRL0X85B,2/28/2019,3692
ASQRL0X85B,3/31/2019,3875
ASQRL0X85B,4/30/2019,0
ASQRL0X85B,5/31/2019,519
ASQRL0X85B,6/30/2019,2665
ASQRL0X85B,7/31/2019,2571
ASQRL0X85B,8/31/2019,3769
ASQRL0X85B,9/30/2019,2974
ASQRL0X85B,10/31/2019,2846
ASQRL0X85B,11/30/2019,1603
ASQRL0X85B,12/31/2019,2391
ASQRL0X85B,1/31/2020,3012
ASQRL0X85B,2/29/2020,2981
ASQRL0X85B,3/31/2020,2760
ASQRL0X85B,4/30/2020,3041
ASQRL0X85B,5/31/2020,3003
ASQRL0X85B,6/30/2020,1619
ASQRL0X85B,7/31/2020,2875
ASQRL0X85B,8/31/2020,2388
ASQRL0X85B,9/30/2020,2174
ASQRL0X85B,10/31/2020,1395
ASQRL0X85B,11/30/2020,0
ASQRL0X85B,12/31/2020,1943
ASQRL0X85B,1/31/2021,1707
ASQRL0X85B,2/28/2021,1763
ASQRL0X85B,3/31/2021,2659
ASQRL0X85B,4/30/2021,2254
ASQRL0X85B,5/31/2021,2291
ASQRL0X85B,6/30/2021,2582
ASQRL0X85B,7/31/2021,2842
ASQRL0X85B,8/31/2021,2540
ASQRL0X85B,9/30/2021,2270
ASQRL0X85B,10/31/2021,2137
ASQRL0X85B,11/30/2021,2121
ASQRL0X85B,12/31/2021,2039
ASQRL0X85B,1/31/2022,1840
ASQRL0X85B,2/28/2022,1682
ASQRL0X85B,3/31/2022,1253
ASQRL0X85B,4/30/2022,1937
ASQRL0X85B,5/31/2022,1756
ASQRL0X85B,6/30/2022,1679
ASQRL0X85B,7/31/2022,1718
ASQRL0X85B,8/31/2022,1558
ASQRL0X85B,9/30/2022,1379
ASQRL0X85B,10/31/2022,1158
ASQRL0X85B,11/30/2022,889
ASQRL0X85B,12/31/2022,1101
ASQRL0X85B,1/31/2023,1529
ASQRL0X85B,2/28/2023,1371
ASQRL0X85B,3/31/2023,308
ASQRL0X85B,4/30/2023,666
ASQRL0X85B,5/31/2023,1743
ASQRL0X85B,6/30/2023,2011
ASQRL0X85B,7/31/2023,1856
ASQRL0X85B,8/31/2023,1054
ASQRL0X85B,9/30/2023,1107
ASQRL0X85B,10/31/2023,1039
ASQRL0X85B,11/30/2023,
ASQRL0X85B,12/31/2023,1295
ASQRL0X85B,1/31/2024,1312
ASQRL0X85B,2/29/2024,1099
ASQRL0X85B,3/31/2024,1844
ASQRL0X85B,4/30/2024,1484.876195
BAU3X2172S,7/31/2015,17544
BAU3X2172S,8/31/2015,10901
BAU3X2172S,9/30/2015,15945
BAU3X2172S,10/31/2015,13955
BAU3X2172S,11/30/2015,5821
BAU3X2172S,12/31/2015,4822
BAU3X2172S,1/31/2016,6491
BAU3X2172S,2/29/2016,6710
BAU3X2172S,3/31/2016,7098
BAU3X2172S,4/30/2016,6597
BAU3X2172S,5/31/2016,4727
BAU3X2172S,6/30/2016,5089
BAU3X2172S,7/31/2016,2962
BAU3X2172S,8/31/2016,2897
BAU3X2172S,9/30/2016,3230
BAU3X2172S,10/31/2016,4678
BAU3X2172S,11/30/2016,3855
BAU3X2172S,12/31/2016,378
BAU3X2172S,1/31/2017,1016
BAU3X2172S,2/28/2017,1293
BAU3X2172S,3/31/2017,606
BAU3X2172S,4/30/2017,1346
BAU3X2172S,5/31/2017,1539
BAU3X2172S,6/30/2017,1483
BAU3X2172S,7/31/2017,1811
BAU3X2172S,8/31/2017,1785
BAU3X2172S,9/30/2017,1681
BAU3X2172S,10/31/2017,2547
BAU3X2172S,11/30/2017,2272
BAU3X2172S,12/31/2017,2080
BAU3X2172S,1/31/2018,2213
BAU3X2172S,2/28/2018,2025
BAU3X2172S,3/31/2018,3347
BAU3X2172S,4/30/2018,1959
BAU3X2172S,5/31/2018,1527
BAU3X2172S,6/30/2018,1267
BAU3X2172S,7/31/2018,1537
BAU3X2172S,8/31/2018,1185
BAU3X2172S,9/30/2018,1322
BAU3X2172S,10/31/2018,1370
BAU3X2172S,11/30/2018,1300
BAU3X2172S,12/31/2018,654
BAU3X2172S,1/31/2019,1
BAU3X2172S,2/28/2019,0
BAU3X2172S,3/31/2019,489
BAU3X2172S,4/30/2019,1687
BAU3X2172S,5/31/2019,3531
BAU3X2172S,6/30/2019,2486
BAU3X2172S,7/31/2019,1822
BAU3X2172S,8/31/2019,1350
BAU3X2172S,9/30/2019,1469
BAU3X2172S,10/31/2019,2298
BAU3X2172S,11/30/2019,1510
BAU3X2172S,12/31/2019,1514
BAU3X2172S,1/31/2020,1318
BAU3X2172S,2/29/2020,296
BAU3X2172S,3/31/2020,0
BAU3X2172S,4/30/2020,0
BAU3X2172S,5/31/2020,0
BAU3X2172S,6/30/2020,0
BAU3X2172S,7/31/2020,0
BAU3X2172S,8/31/2020,0
BAU3X2172S,9/30/2020,0
BAU3X2172S,10/31/2020,1363
BAU3X2172S,11/30/2020,1663
BAU3X2172S,12/31/2020,1589
BAU3X2172S,1/31/2021,1451
BAU3X2172S,2/28/2021,1585
BAU3X2172S,3/31/2021,1095
BAU3X2172S,4/30/2021,1239
BAU3X2172S,5/31/2021,1022
BAU3X2172S,6/30/2021,607
BAU3X2172S,7/31/2021,0
BAU3X2172S,8/31/2021,352
BAU3X2172S,9/30/2021,994
BAU3X2172S,10/31/2021,1021
BAU3X2172S,11/30/2021,1048
BAU3X2172S,12/31/2021,1228
BAU3X2172S,1/31/2022,1269
BAU3X2172S,2/28/2022,1270
BAU3X2172S,3/31/2022,1209
BAU3X2172S,4/30/2022,931
BAU3X2172S,5/31/2022,1335
BAU3X2172S,6/30/2022,946
BAU3X2172S,7/31/2022,162
BAU3X2172S,8/31/2022,861
BAU3X2172S,9/30/2022,1409
BAU3X2172S,10/31/2022,1218
BAU3X2172S,11/30/2022,439
BAU3X2172S,12/31/2022,1447
BAU3X2172S,1/31/2023,2039
BAU3X2172S,2/28/2023,1632
BAU3X2172S,3/31/2023,1624
BAU3X2172S,4/30/2023,1635
BAU3X2172S,5/31/2023,1561
BAU3X2172S,6/30/2023,1561
BAU3X2172S,7/31/2023,1020
BAU3X2172S,8/31/2023,1074
BAU3X2172S,9/30/2023,931
BAU3X2172S,10/31/2023,1110
BAU3X2172S,11/30/2023,1357
BAU3X2172S,12/31/2023,1126
BAU3X2172S,1/31/2024,794
BAU3X2172S,2/29/2024,209
BAU3X2172S,3/31/2024,873
BAU3X2172S,4/30/2024,438.441662
66H1JU6M4J,1/31/2013,11966
66H1JU6M4J,2/28/2013,11600
66H1JU6M4J,3/31/2013,13561
66H1JU6M4J,4/30/2013,11558
66H1JU6M4J,5/31/2013,8142
66H1JU6M4J,6/30/2013,5463
66H1JU6M4J,7/31/2013,9261
66H1JU6M4J,8/31/2013,8031
66H1JU6M4J,9/30/2013,1645
66H1JU6M4J,10/31/2013,1301
66H1JU6M4J,11/30/2013,4831
66H1JU6M4J,12/31/2013,4711
66H1JU6M4J,1/31/2014,5163
66H1JU6M4J,2/28/2014,4640
66H1JU6M4J,3/31/2014,5265
66H1JU6M4J,4/30/2014,3906
66H1JU6M4J,5/31/2014,3866
66H1JU6M4J,6/30/2014,2793
66H1JU6M4J,7/31/2014,641
66H1JU6M4J,8/31/2014,3448
66H1JU6M4J,9/30/2014,3202
66H1JU6M4J,10/31/2014,1482
66H1JU6M4J,11/30/2014,2569
66H1JU6M4J,12/31/2014,2461
66H1JU6M4J,1/31/2015,3923
66H1JU6M4J,2/28/2015,3651
66H1JU6M4J,3/31/2015,3633
66H1JU6M4J,4/30/2015,2493
66H1JU6M4J,5/31/2015,2855
66H1JU6M4J,6/30/2015,1517
66H1JU6M4J,7/31/2015,3013
66H1JU6M4J,8/31/2015,2516
66H1JU6M4J,9/30/2015,4005
66H1JU6M4J,10/31/2015,4300
66H1JU6M4J,11/30/2015,3333
66H1JU6M4J,12/31/2015,3881
66H1JU6M4J,1/31/2016,4937
66H1JU6M4J,2/29/2016,5589
66H1JU6M4J,3/31/2016,5176
66H1JU6M4J,4/30/2016,3122
66H1JU6M4J,5/31/2016,3645
66H1JU6M4J,6/30/2016,3413
66H1JU6M4J,7/31/2016,2168
66H1JU6M4J,8/31/2016,3695
66H1JU6M4J,9/30/2016,3249
66H1JU6M4J,10/31/2016,1950
66H1JU6M4J,11/30/2016,1868
66H1JU6M4J,12/31/2016,2978
66H1JU6M4J,1/31/2017,2958
66H1JU6M4J,2/28/2017,2658
66H1JU6M4J,3/31/2017,2489
66H1JU6M4J,4/30/2017,2700
66H1JU6M4J,5/31/2017,2463
66H1JU6M4J,6/30/2017,2329
66H1JU6M4J,7/31/2017,1775
66H1JU6M4J,8/31/2017,2367
66H1JU6M4J,9/30/2017,1913
66H1JU6M4J,10/31/2017,2409
66H1JU6M4J,11/30/2017,1919
66H1JU6M4J,12/31/2017,1945
66H1JU6M4J,1/31/2018,2139
66H1JU6M4J,2/28/2018,2003
66H1JU6M4J,3/31/2018,1936
66H1JU6M4J,4/30/2018,1698
66H1JU6M4J,5/31/2018,1633
66H1JU6M4J,6/30/2018,2275
66H1JU6M4J,7/31/2018,1803
66H1JU6M4J,8/31/2018,1657
66H1JU6M4J,9/30/2018,1688
66H1JU6M4J,10/31/2018,1663
66H1JU6M4J,11/30/2018,1713
66H1JU6M4J,12/31/2018,1952
66H1JU6M4J,1/31/2019,1882
66H1JU6M4J,2/28/2019,1972
66H1JU6M4J,3/31/2019,2049
66H1JU6M4J,4/30/2019,1839
66H1JU6M4J,5/31/2019,1333
66H1JU6M4J,6/30/2019,730
66H1JU6M4J,7/31/2019,1512
66H1JU6M4J,8/31/2019,1499
66H1JU6M4J,9/30/2019,1362
66H1JU6M4J,10/31/2019,1287
66H1JU6M4J,11/30/2019,1716
66H1JU6M4J,12/31/2019,1935
66H1JU6M4J,1/31/2020,1557
66H1JU6M4J,2/29/2020,1135
66H1JU6M4J,3/31/2020,1216
66H1JU6M4J,4/30/2020,1170
66H1JU6M4J,5/31/2020,1025
66H1JU6M4J,6/30/2020,943
66H1JU6M4J,7/31/2020,992
66H1JU6M4J,8/31/2020,1069
66H1JU6M4J,9/30/2020,1056
66H1JU6M4J,10/31/2020,1082
66H1JU6M4J,11/30/2020,1122
66H1JU6M4J,12/31/2020,1218
66H1JU6M4J,1/31/2021,1116
66H1JU6M4J,2/28/2021,1466
66H1JU6M4J,3/31/2021,1481
66H1JU6M4J,4/30/2021,1375
66H1JU6M4J,5/31/2021,1694
66H1JU6M4J,6/30/2021,1332
66H1JU6M4J,7/31/2021,1295
66H1JU6M4J,8/31/2021,1108
66H1JU6M4J,9/30/2021,798
66H1JU6M4J,10/31/2021,1657
66H1JU6M4J,11/30/2021,1552
66H1JU6M4J,12/31/2021,1265
66H1JU6M4J,1/31/2022,1153
66H1JU6M4J,2/28/2022,1032
66H1JU6M4J,3/31/2022,1052
66H1JU6M4J,4/30/2022,81
66H1JU6M4J,5/31/2022,0
66H1JU6M4J,6/30/2022,743
66H1JU6M4J,7/31/2022,1759
66H1JU6M4J,8/31/2022,1556
66H1JU6M4J,9/30/2022,950
66H1JU6M4J,10/31/2022,1562
66H1JU6M4J,11/30/2022,1334
66H1JU6M4J,12/31/2022,1229
66H1JU6M4J,1/31/2023,0
66H1JU6M4J,2/28/2023,0
66H1JU6M4J,3/31/2023,0
66H1JU6M4J,4/30/2023,26
66H1JU6M4J,5/31/2023,1566
66H1JU6M4J,6/30/2023,2135
66H1JU6M4J,7/31/2023,2899
66H1JU6M4J,8/31/2023,2299
66H1JU6M4J,10/31/2023,
66H1JU6M4J,11/30/2023,2422
66H1JU6M4J,12/31/2023,3278
66H1JU6M4J,1/31/2024,2863
66H1JU6M4J,2/29/2024,1241
66H1JU6M4J,3/31/2024,3737
66H1JU6M4J,4/30/2024,3895.186703
SY3UQ7YJ89,12/31/2016,11718
SY3UQ7YJ89,1/31/2017,17239
SY3UQ7YJ89,2/28/2017,0
SY3UQ7YJ89,3/31/2017,9184
SY3UQ7YJ89,4/30/2017,16963
SY3UQ7YJ89,5/31/2017,12187
SY3UQ7YJ89,6/30/2017,13085
SY3UQ7YJ89,7/31/2017,5929
SY3UQ7YJ89,8/31/2017,21039
SY3UQ7YJ89,9/30/2017,5798
SY3UQ7YJ89,10/31/2017,1229
SY3UQ7YJ89,11/30/2017,12087
SY3UQ7YJ89,12/31/2017,11825
SY3UQ7YJ89,1/31/2018,9229
SY3UQ7YJ89,2/28/2018,7645
SY3UQ7YJ89,3/31/2018,8370
SY3UQ7YJ89,4/30/2018,6357
SY3UQ7YJ89,5/31/2018,5357
SY3UQ7YJ89,6/30/2018,5983
SY3UQ7YJ89,7/31/2018,5878
SY3UQ7YJ89,8/31/2018,5417
SY3UQ7YJ89,9/30/2018,7274
SY3UQ7YJ89,10/31/2018,758
SY3UQ7YJ89,11/30/2018,0
SY3UQ7YJ89,12/31/2018,2482
SY3UQ7YJ89,1/31/2019,5477
SY3UQ7YJ89,2/28/2019,5661
SY3UQ7YJ89,3/31/2019,7434
SY3UQ7YJ89,4/30/2019,883
SY3UQ7YJ89,5/31/2019,4330
SY3UQ7YJ89,6/30/2019,7969
SY3UQ7YJ89,7/31/2019,8799
SY3UQ7YJ89,8/31/2019,7928
SY3UQ7YJ89,9/30/2019,4640
SY3UQ7YJ89,10/31/2019,5607
SY3UQ7YJ89,11/30/2019,5431
SY3UQ7YJ89,12/31/2019,25
SY3UQ7YJ89,1/31/2020,671
SY3UQ7YJ89,2/29/2020,3357
SY3UQ7YJ89,3/31/2020,4023
SY3UQ7YJ89,4/30/2020,4118
SY3UQ7YJ89,5/31/2020,3302
SY3UQ7YJ89,6/30/2020,2325
SY3UQ7YJ89,7/31/2020,1885
SY3UQ7YJ89,8/31/2020,1967
SY3UQ7YJ89,9/30/2020,2068
SY3UQ7YJ89,10/31/2020,2338
SY3UQ7YJ89,11/30/2020,2238
SY3UQ7YJ89,12/31/2020,1817
SY3UQ7YJ89,1/31/2021,3101
SY3UQ7YJ89,2/28/2021,2688
SY3UQ7YJ89,3/31/2021,3182
SY3UQ7YJ89,4/30/2021,2759
SY3UQ7YJ89,5/31/2021,2533
SY3UQ7YJ89,6/30/2021,2605
SY3UQ7YJ89,7/31/2021,2651
SY3UQ7YJ89,8/31/2021,2842
SY3UQ7YJ89,9/30/2021,2686
SY3UQ7YJ89,10/31/2021,2711
SY3UQ7YJ89,11/30/2021,2682
SY3UQ7YJ89,12/31/2021,2754
SY3UQ7YJ89,1/31/2022,2545
SY3UQ7YJ89,2/28/2022,1485
SY3UQ7YJ89,3/31/2022,3039
SY3UQ7YJ89,4/30/2022,2429
SY3UQ7YJ89,5/31/2022,1866
SY3UQ7YJ89,6/30/2022,2714
SY3UQ7YJ89,7/31/2022,2285
SY3UQ7YJ89,8/31/2022,2009
SY3UQ7YJ89,9/30/2022,2279
SY3UQ7YJ89,10/31/2022,1734
SY3UQ7YJ89,11/30/2022,1406
SY3UQ7YJ89,12/31/2022,2116
SY3UQ7YJ89,1/31/2023,1954
SY3UQ7YJ89,2/28/2023,2520
SY3UQ7YJ89,3/31/2023,1562
SY3UQ7YJ89,4/30/2023,0
SY3UQ7YJ89,5/31/2023,807
SY3UQ7YJ89,6/30/2023,
SY3UQ7YJ89,7/31/2023,661
SY3UQ7YJ89,8/31/2023,436
SY3UQ7YJ89,9/30/2023,2516
SY3UQ7YJ89,10/31/2023,2385
SY3UQ7YJ89,11/30/2023,2014
SY3UQ7YJ89,12/31/2023,2345
SY3UQ7YJ89,1/31/2024,1276
SY3UQ7YJ89,2/29/2024,2622
SY3UQ7YJ89,3/31/2024,2008
SY3UQ7YJ89,4/30/2024,2644.04436
UZLIXVHYCZ,3/31/2019,4791
UZLIXVHYCZ,4/30/2019,22380
UZLIXVHYCZ,5/31/2019,18813
UZLIXVHYCZ,6/30/2019,25429
UZLIXVHYCZ,7/31/2019,23348
UZLIXVHYCZ,8/31/2019,16942
UZLIXVHYCZ,9/30/2019,18750
UZLIXVHYCZ,10/31/2019,14023
UZLIXVHYCZ,11/30/2019,9872
UZLIXVHYCZ,12/31/2019,8962
UZLIXVHYCZ,1/31/2020,3941
UZLIXVHYCZ,2/29/2020,3538
UZLIXVHYCZ,3/31/2020,723
UZLIXVHYCZ,4/30/2020,0
UZLIXVHYCZ,5/31/2020,0
UZLIXVHYCZ,6/30/2020,0
UZLIXVHYCZ,7/31/2020,0
UZLIXVHYCZ,8/31/2020,0
UZLIXVHYCZ,9/30/2020,3724
UZLIXVHYCZ,10/31/2020,7730
UZLIXVHYCZ,11/30/2020,6478
UZLIXVHYCZ,12/31/2020,4984
UZLIXVHYCZ,1/31/2021,4447
UZLIXVHYCZ,2/28/2021,3703
UZLIXVHYCZ,3/31/2021,3262
UZLIXVHYCZ,4/30/2021,1658
UZLIXVHYCZ,5/31/2021,72
UZLIXVHYCZ,6/30/2021,1428
UZLIXVHYCZ,7/31/2021,2333
UZLIXVHYCZ,8/31/2021,2251
UZLIXVHYCZ,9/30/2021,1913
UZLIXVHYCZ,10/31/2021,2005
UZLIXVHYCZ,11/30/2021,1467
UZLIXVHYCZ,12/31/2021,1277
UZLIXVHYCZ,1/31/2022,752
UZLIXVHYCZ,2/28/2022,1621
UZLIXVHYCZ,3/31/2022,1724
UZLIXVHYCZ,4/30/2022,963
UZLIXVHYCZ,5/31/2022,1573
UZLIXVHYCZ,6/30/2022,1346
UZLIXVHYCZ,7/31/2022,1331
UZLIXVHYCZ,8/31/2022,1188
UZLIXVHYCZ,9/30/2022,1011
UZLIXVHYCZ,10/31/2022,819
UZLIXVHYCZ,11/30/2022,819
UZLIXVHYCZ,12/31/2022,996
UZLIXVHYCZ,1/31/2023,1226
UZLIXVHYCZ,2/28/2023,1281
UZLIXVHYCZ,3/31/2023,1011
UZLIXVHYCZ,4/30/2023,1172
UZLIXVHYCZ,5/31/2023,856
UZLIXVHYCZ,6/30/2023,997
UZLIXVHYCZ,7/31/2023,1956
UZLIXVHYCZ,8/31/2023,2082
UZLIXVHYCZ,9/30/2023,2079
UZLIXVHYCZ,10/31/2023,2805
UZLIXVHYCZ,11/30/2023,2529
UZLIXVHYCZ,12/31/2023,2474
UZLIXVHYCZ,1/31/2024,1944
UZLIXVHYCZ,2/29/2024,966
UZLIXVHYCZ,3/31/2024,1770
UZLIXVHYCZ,4/30/2024,1100.411022
XT4G8S5JGF,4/30/2019,19889
XT4G8S5JGF,5/31/2019,19633
XT4G8S5JGF,6/30/2019,22524
XT4G8S5JGF,7/31/2019,22457
XT4G8S5JGF,8/31/2019,23845
XT4G8S5JGF,9/30/2019,19736
XT4G8S5JGF,10/31/2019,11512
XT4G8S5JGF,11/30/2019,6578
XT4G8S5JGF,12/31/2019,7879
XT4G8S5JGF,1/31/2020,5298
XT4G8S5JGF,2/29/2020,6924
XT4G8S5JGF,3/31/2020,4193
XT4G8S5JGF,4/30/2020,3730
XT4G8S5JGF,5/31/2020,2295
XT4G8S5JGF,6/30/2020,2111
XT4G8S5JGF,7/31/2020,1842
XT4G8S5JGF,8/31/2020,2592
XT4G8S5JGF,9/30/2020,487
XT4G8S5JGF,10/31/2020,0
XT4G8S5JGF,11/30/2020,0
XT4G8S5JGF,12/31/2020,0
XT4G8S5JGF,1/31/2021,0
XT4G8S5JGF,2/28/2021,0
XT4G8S5JGF,3/31/2021,0
XT4G8S5JGF,4/30/2021,0
XT4G8S5JGF,5/31/2021,0
XT4G8S5JGF,6/30/2021,0
XT4G8S5JGF,7/31/2021,0
XT4G8S5JGF,8/31/2021,525
XT4G8S5JGF,9/30/2021,1190
XT4G8S5JGF,10/31/2021,1151
XT4G8S5JGF,11/30/2021,979
XT4G8S5JGF,12/31/2021,310
XT4G8S5JGF,1/31/2022,581
XT4G8S5JGF,2/28/2022,1449
XT4G8S5JGF,3/31/2022,2684
XT4G8S5JGF,4/30/2022,1525
XT4G8S5JGF,5/31/2022,2750
XT4G8S5JGF,6/30/2022,2499
XT4G8S5JGF,7/31/2022,1788
XT4G8S5JGF,8/31/2022,1694
XT4G8S5JGF,9/30/2022,1520
XT4G8S5JGF,10/31/2022,1516
XT4G8S5JGF,11/30/2022,1377
XT4G8S5JGF,12/31/2022,1313
XT4G8S5JGF,1/31/2023,1203
XT4G8S5JGF,2/28/2023,798
XT4G8S5JGF,3/31/2023,1
XT4G8S5JGF,4/30/2023,1921
XT4G8S5JGF,5/31/2023,2294
XT4G8S5JGF,6/30/2023,1634
XT4G8S5JGF,7/31/2023,2102
XT4G8S5JGF,8/31/2023,1980
XT4G8S5JGF,9/30/2023,2177
XT4G8S5JGF,10/31/2023,2250
XT4G8S5JGF,11/30/2023,1636
XT4G8S5JGF,1/31/2024,65
XT4G8S5JGF,2/29/2024,1448
XT4G8S5JGF,3/31/2024,2183
XT4G8S5JGF,4/30/2024,1861.20833
IABXO8L2KR,2/29/2020,0
IABXO8L2KR,3/31/2020,956
IABXO8L2KR,4/30/2020,16608
IABXO8L2KR,5/31/2020,16801
IABXO8L2KR,6/30/2020,15444
IABXO8L2KR,7/31/2020,15184
IABXO8L2KR,8/31/2020,15037
IABXO8L2KR,9/30/2020,13965
IABXO8L2KR,10/31/2020,11305
IABXO8L2KR,11/30/2020,8577
IABXO8L2KR,12/31/2020,7445
IABXO8L2KR,1/31/2021,8763
IABXO8L2KR,2/28/2021,5116
IABXO8L2KR,3/31/2021,6147
IABXO8L2KR,4/30/2021,7524
IABXO8L2KR,5/31/2021,6715
IABXO8L2KR,6/30/2021,5792
IABXO8L2KR,7/31/2021,5098
IABXO8L2KR,8/31/2021,7759
IABXO8L2KR,9/30/2021,8988
IABXO8L2KR,10/31/2021,10060
IABXO8L2KR,11/30/2021,9671
IABXO8L2KR,12/31/2021,10650
IABXO8L2KR,1/31/2022,10957
IABXO8L2KR,2/28/2022,10536
IABXO8L2KR,3/31/2022,11109
IABXO8L2KR,4/30/2022,8131
IABXO8L2KR,5/31/2022,9279
IABXO8L2KR,6/30/2022,9697
IABXO8L2KR,7/31/2022,7183
IABXO8L2KR,8/31/2022,5976
IABXO8L2KR,9/30/2022,6152
IABXO8L2KR,10/31/2022,4335
IABXO8L2KR,11/30/2022,0
IABXO8L2KR,12/31/2022,0
IABXO8L2KR,1/31/2023,0
IABXO8L2KR,2/28/2023,339
IABXO8L2KR,3/31/2023,2862
IABXO8L2KR,4/30/2023,3536
IABXO8L2KR,5/31/2023,4986
IABXO8L2KR,6/30/2023,4795
IABXO8L2KR,7/31/2023,4397
IABXO8L2KR,8/31/2023,3715
IABXO8L2KR,9/30/2023,3550
IABXO8L2KR,10/31/2023,4763
IABXO8L2KR,11/30/2023,4918
IABXO8L2KR,12/31/2023,4163
IABXO8L2KR,1/31/2024,2851
IABXO8L2KR,2/29/2024,2807
IABXO8L2KR,3/31/2024,3675
IABXO8L2KR,4/30/2024,3641.238701
0J88T9JYFP,11/30/2019,21
0J88T9JYFP,12/31/2019,30665
0J88T9JYFP,1/31/2020,26232
0J88T9JYFP,2/29/2020,15511
0J88T9JYFP,3/31/2020,17643
0J88T9JYFP,4/30/2020,14972
0J88T9JYFP,5/31/2020,11401
0J88T9JYFP,6/30/2020,12161
0J88T9JYFP,7/31/2020,10787
0J88T9JYFP,8/31/2020,9563
0J88T9JYFP,9/30/2020,8070
0J88T9JYFP,10/31/2020,7691
0J88T9JYFP,11/30/2020,7312
0J88T9JYFP,12/31/2020,8563
0J88T9JYFP,1/31/2021,8954
0J88T9JYFP,2/28/2021,9158
0J88T9JYFP,3/31/2021,8401
0J88T9JYFP,4/30/2021,7885
0J88T9JYFP,5/31/2021,9184
0J88T9JYFP,6/30/2021,6251
0J88T9JYFP,7/31/2021,6648
0J88T9JYFP,8/31/2021,6008
0J88T9JYFP,9/30/2021,5407
0J88T9JYFP,10/31/2021,6374
0J88T9JYFP,11/30/2021,6583
0J88T9JYFP,12/31/2021,5641
0J88T9JYFP,1/31/2022,5513
0J88T9JYFP,2/28/2022,5152
0J88T9JYFP,3/31/2022,3924
0J88T9JYFP,4/30/2022,3927
0J88T9JYFP,5/31/2022,4889
0J88T9JYFP,6/30/2022,3142
0J88T9JYFP,7/31/2022,2677
0J88T9JYFP,8/31/2022,2211
0J88T9JYFP,9/30/2022,3797
0J88T9JYFP,10/31/2022,3984
0J88T9JYFP,11/30/2022,3728
0J88T9JYFP,12/31/2022,3286
0J88T9JYFP,1/31/2023,3479
0J88T9JYFP,2/28/2023,3452
0J88T9JYFP,3/31/2023,3308
0J88T9JYFP,4/30/2023,2440
0J88T9JYFP,5/31/2023,460
0J88T9JYFP,6/30/2023,2243
0J88T9JYFP,7/31/2023,2125
0J88T9JYFP,8/31/2023,2316
0J88T9JYFP,9/30/2023,2403
0J88T9JYFP,10/31/2023,6820
0J88T9JYFP,11/30/2023,3708
0J88T9JYFP,12/31/2023,4603
0J88T9JYFP,1/31/2024,2620
0J88T9JYFP,2/29/2024,3817
0J88T9JYFP,3/31/2024,3364
0J88T9JYFP,4/30/2024,3336.807155
2X0D47KT6N,11/30/2019,7582
2X0D47KT6N,12/31/2019,25642
2X0D47KT6N,1/31/2020,20653
2X0D47KT6N,2/29/2020,10121
2X0D47KT6N,3/31/2020,23032
2X0D47KT6N,4/30/2020,19040
2X0D47KT6N,5/31/2020,18079
2X0D47KT6N,6/30/2020,17455
2X0D47KT6N,7/31/2020,18551
2X0D47KT6N,8/31/2020,15911
2X0D47KT6N,9/30/2020,11861
2X0D47KT6N,10/31/2020,9868
2X0D47KT6N,11/30/2020,8481
2X0D47KT6N,12/31/2020,5284
2X0D47KT6N,1/31/2021,3993
2X0D47KT6N,2/28/2021,6278
2X0D47KT6N,3/31/2021,6595
2X0D47KT6N,4/30/2021,8523
2X0D47KT6N,5/31/2021,6931
2X0D47KT6N,6/30/2021,3366
2X0D47KT6N,7/31/2021,2581
2X0D47KT6N,8/31/2021,6983
2X0D47KT6N,9/30/2021,4986
2X0D47KT6N,10/31/2021,6394
2X0D47KT6N,11/30/2021,3910
2X0D47KT6N,12/31/2021,2889
2X0D47KT6N,1/31/2022,6491
2X0D47KT6N,2/28/2022,3944
2X0D47KT6N,3/31/2022,1738
2X0D47KT6N,4/30/2022,1067
2X0D47KT6N,5/31/2022,4874
2X0D47KT6N,6/30/2022,3734
2X0D47KT6N,7/31/2022,2740
2X0D47KT6N,8/31/2022,0
2X0D47KT6N,9/30/2022,722
2X0D47KT6N,10/31/2022,1213
2X0D47KT6N,11/30/2022,628
2X0D47KT6N,12/31/2022,1104
2X0D47KT6N,1/31/2023,931
2X0D47KT6N,2/28/2023,1183
2X0D47KT6N,3/31/2023,1289
2X0D47KT6N,4/30/2023,1734
2X0D47KT6N,5/31/2023,1186
2X0D47KT6N,6/30/2023,1122
