Date,P10_Production_bbl,P10_Revenue_USD,P10_Cumulative_Revenue_USD,P50_Production_bbl,P50_Revenue_USD,P50_Cumulative_Revenue_USD,P90_Production_bbl,P90_Revenue_USD,P90_Cumulative_Revenue_USD
2035-05-01,66427.96078176785,4166361.7002324793,3398967097.8957615,40735.85198675038,2554952.636608984,2660412359.7551627,24108.91469706022,1512111.129799617,2107888277.4838696
2035-06-01,65959.4180225816,4136974.6983763175,3403104072.5941377,40402.12538005634,2534021.3038371336,2662946381.059,23903.339874244957,1499217.4769126438,2109387494.9607823
2035-07-01,65468.104564811714,4106159.5183049906,3407210232.1124425,40087.85767747626,2514310.4335313113,2665460691.4925313,23698.165344829977,1486348.9304277361,2110873843.89121
2035-08-01,64967.85361596562,4074783.778793364,3411285015.891236,39773.77067672623,2494610.896844269,2667955302.3893757,23498.480062109567,1473824.669495512,2112347668.5607057
2035-09-01,64532.516924235155,4047479.461488029,3415332495.352724,39477.92245161313,2476055.2961651753,2670431357.6855407,23294.4505805283,1461027.940410735,2113808696.5011165
2035-10-01,64060.361655927016,4017865.8830597424,3419350361.235784,39162.154826391525,2456250.3507112763,2672887608.036252,23107.688568410835,1449314.2270107276,2115258010.7281272
2035-11-01,63617.30365486903,3990077.2852333854,3423340438.5210176,38874.0211080881,2438178.6038992857,2675325786.6401515,22923.050607394383,1437733.7340957758,2116695744.462223
2035-12-01,63192.09087898562,3963407.939929978,3427303846.4609475,38570.68031433424,2419153.0693150437,2677744939.7094665,22707.562915646962,1424218.3460693774,2118119962.8082924
2036-01-01,62704.367372453635,3932817.921600292,3431236664.382548,38289.24557536479,2401501.4824868795,2680146441.191953,22521.309709660614,1412536.5449899137,2119532499.3532822
2036-02-01,62283.969198394865,3906450.5481233257,3435143114.930671,38007.945242341004,2383858.3255996276,2682530299.517553,22331.00082558832,1400600.3717808994,2120933099.725063
2036-03-01,61930.723891285365,3884295.002461418,3439027409.9331326,37720.38646488853,2365822.6390778082,2684896122.1566305,22156.05486227823,1389627.7609620905,2122322727.486025
2036-04-01,61540.04575281973,3859791.6696168534,3442887201.6027493,37453.00756038895,2349052.634187595,2687245174.790818,21968.170947403352,1377843.6818211381,2123700571.1678462
2036-05-01,61138.588233052295,3834612.25397704,3446721813.856726,37196.15184925991,2332942.6439855816,2689578117.434804,21781.070791080892,1366108.7600165936,2125066679.927863
2036-06-01,60777.48422244176,3811963.810431547,3450533777.6671576,36933.990658704875,2316499.8941139695,2691894617.328918,21622.3257648684,1356152.2719725461,2126422832.1998355
2036-07-01,60351.1804179644,3785226.035814727,3454319003.7029724,36664.51125694267,2299598.1460354445,2694194215.4749537,21435.58915617324,1344440.1518751855,2127767272.3517108
