Date,P10_Production_bbl,P10_Revenue_USD,P10_Cumulative_Revenue_USD,P50_Production_bbl,P50_Revenue_USD,P50_Cumulative_Revenue_USD,P90_Production_bbl,P90_Revenue_USD,P90_Cumulative_Revenue_USD
2027-01-01,406718.6044302224,25098605.079389025,3106640514.954941,245843.76260946062,15171018.590629816,2246765745.887331,145769.37494250434,8995428.127701942,1626743682.4492521
2027-02-01,391817.79467342235,24186912.465190362,3130827427.420131,235805.5575049154,14556277.064778427,2261322022.9521093,139048.71073206444,8583476.913490338,1635327159.3627424
2027-03-01,378069.3647158164,23349563.96484882,3154176991.38498,226560.97572606985,13992405.860842073,2275314428.8129516,132872.6905627528,8206217.369155613,1643533376.731898
2027-04-01,365053.8057045241,22567626.26865368,3176744617.653634,218063.80451659803,13480704.39521609,2288795133.2081676,127254.61822243078,7866880.498510671,1651400257.2304087
2027-05-01,353333.9607118916,21874905.507673208,3198619523.1613073,210139.04227232296,13009708.107079513,2301804841.315247,122036.877017092,7555303.056128166,1658955560.286537
2027-06-01,342154.83879821596,21210178.45710141,3219829701.6184087,202801.52150088103,12571666.317839615,2314376507.6330867,117255.9861194464,7268698.579544483,1666224258.8660815
2027-07-01,331944.47414191853,20583876.841540366,3240413578.459949,196029.50344551742,12155789.508656535,2326532297.141743,112744.27914198788,6991272.749594668,1673215531.6156762
2027-08-01,322252.768935641,19989339.25707781,3260402917.7170267,189663.54429076123,11764829.652355919,2338297126.7940993,108639.04819789846,6738880.159715641,1679954411.7753918
2027-09-01,313297.404224074,19449502.854230512,3279852420.571257,183739.98337001345,11406578.167610435,2349703704.96171,104830.08027425253,6507851.383425597,1686462263.1588175
2027-10-01,304770.7450978796,18938454.10038224,3298790874.6716394,178098.53378172856,11067042.889196614,2360770747.8509064,101232.932539016,6290614.427974454,1692752877.586792
2027-11-01,296727.0803041356,18462358.93652332,3317253233.608163,172816.4633477418,10752640.349496495,2371523388.2004027,97802.03107598929,6085242.373548053,1698838119.96034
2027-12-01,289038.3103254772,17998415.583967466,3335251649.1921306,167886.5584964863,10454295.997576203,2381977684.197979,94603.84071088371,5890981.161066729,1704729101.1214068
2028-01-01,281942.6835261694,17556570.903174568,3352808220.095305,163257.99078342653,10166075.086083971,2392143759.284063,91622.20549588629,5705314.7362288395,1710434415.8576357
2028-02-01,275282.0598880209,17150072.3310237,3369958292.4263287,158677.53866784123,9885610.659006508,2402029369.9430695,88797.37687774094,5532076.57948326,1715966492.437119
2028-03-01,268810.4723277415,16757644.844911406,3386715937.27124,154531.46566761794,9633491.569719303,2411662861.512789,86161.37992244125,5371300.424364988,1721337792.861484
2028-04-01,262726.3624397775,16388870.488993322,3403104807.7602334,150546.59227004068,9391096.425805138,2421053957.938594,83676.36170148678,5219731.442938745,1726557524.3044229
2028-05-01,256913.03147485785,16041649.685290124,3419146457.4455237,146823.52785499438,9167661.079265848,2430221619.01786,81287.81616389718,5075611.241273739,1731633135.5456965
2028-06-01,251421.07866899596,15708788.995238867,3434855246.4407625,143267.9492551248,8951381.469460199,2439173000.48732,78963.08170069616,4933613.344659496,1736566748.890356
2028-07-01,246100.97517676675,15373927.919292618,3450229174.360055,139898.81568901776,8739479.01609294,2447912479.5034127,76876.18809797615,4802455.47048057,1741369204.3608367
2028-08-01,241054.10794004827,14906786.035012586,3465135960.3950677,136755.99822551757,8456990.930266008,2456369470.4336786,74869.30954759513,4629918.102423283,1745999122.46326
2028-09-01,236245.2125718662,14623578.658198517,3479759539.053266,133654.08439720608,8273187.824187056,2464642658.257866,72960.6008624518,4516261.193385766,1750515383.6566458
